Word,Pinyin,POS,Translation
颗,kē,,measure word for small round objects
科研,kēyán,verb,scientific research
可见,kějiàn,conjunction,"it can be seen that, obviously"
可靠,kěkào,adjective,"reliable, dependable"
可怕,kěpà,adjective,"terrible, frightening"
克服,kèfú,verb,to overcome
客服,kèfú,adjective,customer service
客观,kèguān,adjective,objective
客户,kèhù,noun,"client, customer"
空间,kōngjiān,noun,space
空中,kōngzhōng,noun、adjective,"in the air, sky; aerial"
控制,kòngzhì,verb,to control
又袋,kǒudai,noun,pocket
又味,kǒuwèi,noun,"taste, flavor"
库,kù,noun,warehouse
宽,kuān,adjective、noun、 (verb),"wide, broad; width; (to widen)"
宽度,kuāndù,noun,width
亏,kuī,verb,"to lose, to suffer a loss"
昆虫,kūnchóng,noun,insect
扩大,kuòdà,verb,to expand
来源,láiyuán,noun、verb,"source, origin; to originate from"
劳verb,láodòng,noun、verb,"labor, work; to work"
老百姓,lǎobǎixìng,noun,"common people, ordinary people"
老板,lǎobǎn,noun,boss
老公,lǎogōng,noun,husband
姥姥,lǎolao,noun,grandmother
老婆,lǎopo,noun,wife
姥爷,lǎoye,noun,grandfather
乐观,lèguān,adjective,optimistic
乐趣,lèqù,noun,"fun, delight"
泪,lèi,noun,tear
类,lèi,noun、,"category, kind; measure word for categories"
泪水,lèishuǐ,noun,tears
类似,lèisì,verb,"similar, alike"
类型,lèixíng,noun,"type, category"
梨,lí,noun,pear
离婚,líhūn,verb,to divorce
厘米,límǐ,,centimeter
离职,lízhí,verb,"to resign, to leave a job"
理论,lǐlùn,noun、verb,to theorize; theory
里头,lǐtou,noun,inside
理由,lǐyóu,noun,"reason, justification"
力,lì,noun、suffix,"strength, power; suffix indicating force"
立即,lìjí,adverb,immediately
立刻,lìkè,adverb,immediately
力量,lìliàng,noun,"strength, power"
利润,lìrùn,noun,profit
利益,lìyì,noun,"benefit, interest"
利用,lìyòng,verb,"to use, to make use of"
联合,liánhé,verb、adjective,"to unite, to combine; united"
连接,liánjiē,verb,"to connect, to link"
连忙,liánmáng,adverb,"hurriedly, quickly"
连续,liánxù,verb,"continuous, successive; to continue"
脸色,liǎnsè,noun,"complexion, face color"
恋爱,liàn’ài,verb、noun,"to fall in love; love, romance"
良好,liánghǎo,adjective,"good, favorable"
粮食,liángshi,noun,"grain, food"
量,liàng,noun,"quantity, amount"
了不起,liǎobuqǐ,adjective,"amazing, extraordinary"
列车,lièchē,noun,train
临时,línshí,adverb、adjective,temporarily; temporary
铃,líng,noun,bell
灵活,línghuó,adjective,"flexible, agile"
领,lǐng,noun、verb,to lead; collar
领带,lǐngdài,noun,neckite
领导,lǐngdǎo,verb、noun,to lead; leader
领取,lǐngqǔ,verb,"to receive, to collect"
领先,lǐngxiān,verb,"to lead, to be in the lead"
领域,lǐngyù,noun,"field, domain, realm"
令,lìng,verb、noun,"to order, to command; order, command"
流传,liúchuán,verb,"to spread, to circulate"
流感,liúgǎn,noun,"flu, influenza"
浏览,liúlǎn,verb,to browse
留言,liúyán,verb、noun,to leave a message; message
龙,lóng,noun,dragon
漏,lòu,verb,to leak
录,lù,verb,to record
陆地,lùdì,noun,land
录取,lùqǔ,verb,"to enroll, to admit"
路人,lùrén,noun,passerby
路线,lùxiàn,noun,"route, path"
陆续,lùxù,adverb,"one after another, successively"
录音,lùyīn,verb、noun,to record; recording
旅行社,lǚxíngshè,noun,travel agency
论文,lùnwén,noun,"thesis, paper"
逻辑,luójí,noun,logic
骂,mà,verb,"to scold, to swear"
买卖,mǎimai,noun,"business, buying and selling"
满足,mǎnzú,verb,to satisfy
忙碌,mánglù,adjective,busy
毛笔,máobǐ,noun,writing brush
毛病,máobìng,noun,"fault, trouble, illness"
矛盾,máodùn,noun、verb、 adjective,contradiction; to conflict; contradictory
没法儿,méifǎr,verb,there is no way
玫瑰,méigui,noun,rose
媒体,méitǐ,noun,media
美术,měishù,noun,"art, fine arts"
美味,měiwèi,noun,"delicious food, delicacy"
魅力,mèilì,noun,"charm, appeal"
门诊,ménzhěn,verb,outpatient clinic
迷,mí,verb,"to be fascinated, to be infatuated"
迷路,mílù,verb,to lose one's way
秘密,mìmì,adjective、noun,secret; secret
密切,mìqiè,adjective、verb,"close, intimate; to become close"
秘书,mìshū,noun,secretary
面2,miàn,noun,"side, aspect, surface"
面积,miànjī,noun,area
面临,miànlín,verb,to face
面向,miànxiàng,verb,"to face, to be oriented toward"
描述,miáoshù,verb,to describe
敏感,mǐngǎn,adjective,sensitive
名称,míngchēng,noun,"name, designation"
名牌,míngpái,noun,famous brand
名片,míngpiàn,noun,business card
明确,míngquè,adjective、verb,"clear, explicit; to clarify"
明显,míngxiǎn,adjective,"obvious, evident"
明星,míngxīng,noun,star
命,mìng,noun,"life, fate"
命运,mìngyùn,noun,"destiny, fate"
摸,mō,verb,to touch
模糊,móhu,adjective、verb,"vague, blurred; to blur"
模式,móshì,noun,"pattern, mode"
陌生,mòshēng,adjective,"strange, unfamiliar"
某,mǒu,pronoun,"certain, some"
目光,mùguāng,noun,"gaze, look"
木头,mùtou,noun,wood
哪怕,nǎpà,conjunction,"even if, no matter"
难得,nándé,adjective,"rare, hard to come by"
难度,nándù,noun,degree of difficulty
难以,nányǐ,verb,"difficult to, hard to"
男子,nánzǐ,noun,"man, male"
闹,nào,adjective、verb,"noisy, lively; to make a noise"
闹钟,nàozhōng,noun,alarm clock
内部,nèibù,noun,"inside, interior"
能干,nénggàn,adjective,"capable, competent"
年初,niánchū,noun,beginning of the year
年代,niándài,noun,"era, decade"
年纪,niánjì,noun,age
年夜饭,niányèfàn,noun,New Year's Eve dinner
念,niàn,verb,"to read aloud, to miss"
牛仔裤,niúzǎikù,noun,jeans
浓,nóng,adjective,"dense, thick, strong"
农民,nóngmín,noun,farmer
农业,nóngyè,noun,agriculture
女子,nǚzǐ,noun,"woman, female"
哦,ò,interjection,oh (interjection indicating understanding)
欧洲,Ōuzhōu,noun,Europe
偶然,ǒurán,adjective,"accidental, by chance"
拍摄,pāishè,verb,to shoot (photo or film)
排列,páiliè,verb,to arrange
派,pài,verb、(noun、),"to send, to dispatch; (faction; measure word for groups)"
派出所,pàichūsuǒ,noun,police substation
跑道,pǎodào,noun,"runway, track"
赔,péi,verb,to compensate
陪伴,péibàn,verb,to accompany
培训,péixùn,verb,to train
培养,péiyǎng,verb,"to cultivate, to foster"
配,pèi,verb、adjective,"to match; suitable, well-matched"
配合,pèihé,verb,"to coordinate, to cooperate"
配送,pèisòng,verb,to deliver
盆,pén,noun,basin
碰,pèng,verb,"to bump, to touch"
碰见,pèngjiàn,verb,"to run into, to meet"
批1,pī,,measure word for batches
批2,pī,verb,"to criticize, to approve"
批准,pīzhǔn,verb,to approve
匹,pǐ,,"measure word for horses, cloth"
骗,piàn,verb,"to cheat, to deceive"
拼,pīn,verb,"to piece together, to work hard"
拼音,pīnyīn,verb,"to spell, pinyin"
品,pǐn,suffix、(verb),"suffix indicating character, quality; (product)"
品牌,pǐnpái,noun,brand
品质,pǐnzhì,noun,quality
品种,pǐnzhǒng,noun,"variety, breed"
聘请,pìnqǐng,verb,to hire
平,píng,adjective、 (verb),"flat, level; (to level)"
评,píng,verb,"to judge, to evaluate"
凭,píng,verb、preposition,"to rely on, to base on; by means of"
平安,píng’ān,adjective,"safe, peaceful"
平衡,pínghéng,adjective、verb,"balanced, even; to balance"
评价,píngjià,verb、noun,to evaluate; evaluation
凭借,píngjiè,verb,"to rely on, to use"
平静,píngjìng,adjective,"calm, quiet"
平均,píngjūn,verb、adjective,to average; average
屏幕,píngmù,noun,screen
平台,píngtái,noun,platform
破坏,pòhuài,verb,to destroy
普及,pǔjí,verb,"to popularize, to spread"
期待,qīdài,verb,"to expect, to look forward to"
期间,qījiān,noun,"period, during"
齐,qí,adjective、 (verb、adverb),"neat, uniform; (together; equally)"
其,qí,pronoun,"his, its, that"
奇迹,qíjì,noun,miracle
其余,qíyú,pronoun,"the rest, the others"
企业,qǐyè,noun,enterprise
气球,qìqiú,noun,balloon
汽油,qìyóu,noun,gasoline
签,qiān,verb,to sign
签订,qiāndìng,verb,"to sign, to conclude a contract"
签名,qiānmíng,verb、noun,to sign one's name; signature
签字,qiānzì,verb、noun,to sign; signature
前进,qiánjìn,verb,"to advance, to go forward"
前来,qiánlái,verb,"to come, to come forward"
前途,qiántú,noun,"future, prospect"
前往,qiánwǎng,verb,"to go to, to head for"
浅,qiǎn,adjective,shallow
欠,qiàn,verb,"to owe, to be short of"
墙,qiáng,noun,wall
强大,qiángdà,adjective,"strong, powerful"
强调,qiángdiào,verb,to emphasize
强度,qiángdù,noun,"intensity, strength"
强烈,qiángliè,adjective,"strong, intense"
抢,qiǎng,verb,"to snatch, to grab"
抢救,qiǎngjiù,verb,to rescue
悄悄,qiāoqiāo,adverb,"quietly, secretly"
切,qiē,verb,to cut
亲,qīn,adjective、verb,"close, dear; to kiss"
亲爱,qīn’ài,adjective,dear
亲朋好友,qīnpéng-hǎoyǒu,,relatives and friends
亲切,qīnqiè,adjective,"cordial, kind"
亲情,qīnqíng,noun,family affection
亲人,qīnrén,noun,"family member, relative"
亲自,qīnzì,adverb,personally
勤奋,qínfèn,adjective,"diligent, hardworking"
青,qīng,adjective,"green, blue"
轻易,qīngyì,adjective、adverb,easy; easily
轻重,qīngzhòng,noun,"importance, degree of seriousness"
情感,qínggǎn,noun,"emotion, feeling"
情景,qíngjǐng,noun,"scene, situation"
情绪,qíngxù,noun,"mood, emotion"
请教,qǐngjiào,verb,to ask for advice
请求,qǐngqiú,verb、noun,to request; request
穷,qióng,adjective,poor
趋势,qūshì,noun,trend
区域,qūyù,noun,"region, area"
去世,qùshì,verb,to pass away
权,quán,noun、 (adverb),"power, authority; (tentatively)"
权利,quánlì,noun,"right, entitlement"
全力,quánlì,noun、adverb,"full strength, all-out effort; with all one's might"
全面,quánmiàn,adjective,"comprehensive, all-around"
全体,quántǐ,noun,"all, whole"
全新,quánxīn,adjective,brand new
劝,quàn,verb,to persuade
缺乏,quēfá,verb,to lack
确保,quèbǎo,verb,to ensure
确定,quèdìng,adjective、verb,"certain, definite; to determine"
确认,quèrèn,verb,to confirm
群,qún,、noun,measure word for groups; group
群体,qúntǐ,noun,"group, community"
燃烧,ránshāo,verb,to burn
绕,rào,verb,"to go around, to circle"
热爱,rè’ài,verb,to love deeply
热量,rèliàng,noun,heat
热烈,rèliè,adjective,"warm, enthusiastic"
热心,rèxīn,adjective,"enthusiastic, warmhearted"
人才,réncái,noun,"talented person, talent"
人工,réngōng,adjective、noun,"artificial, manual; manual labor"
人际,rénjì,adjective,interpersonal
人又,rénkǒu,noun,population
人类,rénlèi,noun,"humanity, mankind"
人力,rénlì,noun,"manpower, labor"
人民,rénmín,noun,people
人民币,rénmínbì,noun,"Renminbi, Chinese currency"
人群,rénqún,noun,crowd
人体,réntǐ,noun,human body
人物,rénwù,noun,"person, character, figure"
忍,rěn,verb,"to endure, to bear"
认,rèn,verb,"to recognize, to know"
日历,rìlì,noun,calendar
日用品,rìyòngpǐn,noun,daily necessities
如,rú,verb、conjunction,"like, as; if"
如此,rúcǐ,pronoun,"such, so"
如何,rúhé,pronoun,"how, what"
如今,rújīn,noun,"nowadays, these days"
如同,rútóng,verb,"like, as"
如下,rúxià,verb,as follows
软,ruǎn,adjective,soft
软件,ruǎnjiàn,noun,software
弱,ruò,adjective,weak
洒,sǎ,verb,to sprinkle
赛场,sàichǎng,noun,"competition venue, arena"
色彩,sècǎi,noun,color
沙漠,shāmò,noun,desert
沙子,shāzi,noun,sand
傻,shǎ,adjective,"stupid, foolish"
晒,shài,verb,"to sunbathe, to dry in the sun"
删,shān,verb,to delete
扇,shān,verb,to fan
删除,shānchú,verb,to delete
山区,shānqū,noun,mountain area
擅长,shàncháng,verb,"to be good at, to be skilled in"
善良,shànliáng,adjective,"kind, virtuous"
善于,shànyú,verb,to be good at
扇子,shànzi,noun,fan
伤,shāng,noun、verb,"injury, wound; to injure"
伤害,shānghài,verb,to harm
商家,shāngjiā,noun,"business, merchant"
商人,shāngrén,noun,"businessman, merchant"
商务,shāngwù,noun,"business, commercial affairs"
商业,shāngyè,noun,"commerce, business"
赏,shǎng,verb,"to appreciate, to reward"
上传,shàngchuán,verb,to upload
上升,shàngshēng,verb,"to rise, to go up"
上下,shàngxià,noun,"up and down, high and low"
上涨,shàngzhǎng,verb,"to rise, to increase"
烧,shāo,verb、noun,"to burn; barbecue, burnt food"
烧烤,shāokǎo,noun,barbecue
蛇,shé,noun,snake
舍不得,shěbude,verb,"to hate to part with, to be reluctant to give up"
舍得,shěde,verb,to be willing to
设备,shèbèi,noun,"equipment, device"
设计,shèjì,verb、noun,to design; design
设立,shèlì,verb,to establish
社区,shèqū,noun,community
设施,shèshī,noun,facilities
摄影,shèyǐng,verb,to take a photograph
设置,shèzhì,verb,"to set up, to install"
伸,shēn,verb,to stretch
身材,shēncái,noun,"figure, stature"
深度,shēndù,noun、adjective,depth; deep
身份,shēnfèn,noun,identity
深厚,shēnhòu,adjective,"deep, profound"
深刻,shēnkè,adjective,"profound, deep"
深入,shēnrù,verb、adjective,"to penetrate deeply; deep, thorough"
深远,shēnyuǎn,adjective,far-reaching
神话,shénhuà,noun,"myth, mythology"
神秘,shénmì,adjective,mysterious
升,shēng,verb,"to rise, to go up"
生产,shēngchǎn,verb,"to produce, to manufacture"
生存,shēngcún,verb,to survive
生动,shēngdòng,adjective,"vivid, lively"
升级,shēngjí,verb,to upgrade
升温,shēngwēn,verb,to heat up
生物,shēngwù,noun,"living things, organism"
生肖,shēngxiào,noun,Chinese zodiac
生长,shēngzhǎng,verb,to grow
省,shěng,verb,to save
省份,shěngfèn,noun,province
省会,shěnghuì,noun,provincial capital
胜,shèng,verb,"to win, to defeat"
胜利,shènglì,verb,"victory, triumph; to win"
诗,shī,noun,poetry
湿,shī,adjective,"wet, damp"
失恋,shīliàn,verb,to lose in love
失眠,shīmián,verb,to suffer from insomnia
诗人,shīrén,noun,poet
失误,shīwù,verb、noun,"to make a mistake; mistake, error"
失业,shīyè,verb,"to lose one's job, to be unemployed"
时差,shíchā,noun,time difference
时常,shícháng,adverb,often
时代,shídài,noun,"era, times"
实践,shíjiàn,verb,"to practice, to put into practice"
时刻,shíkè,noun、adverb,moment; constantly
实力,shílì,noun,"strength, capability"
时期,shíqī,noun,"period, phase"
实施,shíshī,verb,to implement
石头,shítou,noun,stone
实习,shíxí,verb,"to intern, to practice"
实现,shíxiàn,verb,"to realize, to achieve"
实行,shíxíng,verb,"to implement, to carry out"
实验,shíyàn,verb、noun,to experiment; experiment
实验室,shíyànshì,noun,laboratory
实用,shíyòng,adjective,"practical, functional"
食用,shíyòng,verb,"to eat, to be edible"
使得,shǐde,verb,"to cause, to make"
始终,shǐzhōng,noun、adverb,from beginning to end; always
式,shì,suffix,"suffix meaning style, type"
适当,shìdàng,adjective,"appropriate, suitable"
似的,shìde,auxiliary,"like, as if"
事故,shìgù,noun,accident
事件,shìjiàn,noun,"incident, event"
试卷,shìjuàn,noun,exam paper
市民,shìmín,noun,citizen
事实,shìshí,noun,fact
视为,shìwéi,verb,to regard as
事物,shìwù,noun,"thing, object"
事先,shìxiān,noun,in advance
试验,shìyàn,verb,"to test, to experiment"
事业,shìyè,noun,"career, undertaking, cause"
试用,shìyòng,verb,"to try out, to be on probation"
适用,shìyòng,adjective,"applicable, suitable"
收获,shōuhuò,verb、noun,to reap; harvest
收集,shōují,verb,to collect
收看,shōukàn,verb,"to watch (TV, program)"
守,shǒu,verb,"to guard, to keep"
首次,shǒucì,number,first time
手段,shǒuduàn,noun,"method, means"
手工,shǒugōng,noun,"handmade, manual"
手术,shǒushù,noun、verb,surgery; to operate
手套,shǒutào,noun,glove
手续,shǒuxù,noun,"procedure, formality"
手指,shǒuzhǐ,noun,finger
售价,shòujià,noun,selling price
蔬菜,shūcài,noun,vegetable
书法,shūfǎ,noun,calligraphy
书房,shūfáng,noun,"study, den"
书架,shūjià,noun,bookshelf
输入,shūrù,verb,to input
舒适,shūshì,adjective,comfortable
熟练,shúliàn,adjective,"skilled, proficient"
熟人,shúrén,noun,acquaintance
数,shǔ,verb,to count
鼠标,shǔbiāo,noun,mouse
属于,shǔyú,verb,to belong to
束,shù,,measure word for bunches
数据,shùjù,noun,data
树木,shùmù,noun,trees
摔,shuāi,verb,"to fall, to throw"
双方,shuāngfāng,noun,"both sides, both parties"
水分,shuǐfèn,noun,"moisture, water content"
税,shuì,noun,tax
睡眠,shuìmián,noun,sleep
顺,shùn,verb、 preposition、 adjective,to go along; to arrange; smooth; in sequence
说不定,shuōbudìng,verb、adverb,"hard to say; maybe, perhaps"
说服,shuōfú,verb,to persuade
思考,sīkǎo,verb,to think
私人,sīrén,noun,"private, personal"
思维,sīwéi,noun、verb,"thought, thinking; to think"
思想,sīxiǎng,noun,"thought, idea"
四处,sìchù,noun,"all around, everywhere"
似乎,sìhū,adverb,"seem, as if"
四周,sìzhōu,noun,all around
搜,sōu,verb,to search
搜索,sōusuǒ,verb,to search
宿舍,sùshè,noun,dormitory
酸甜苦辣,suān-tián-kǔ-là,,"sour / sweet / bitter / hot, the joys and sorrows of life"
随,suí,verb,to follow
随后,suíhòu,adverb,afterward
随时,suíshí,adverb,at any time
随手,suíshǒu,adverb,"conveniently, without extra effort"
随意,suíyì,adjective,"as one pleases, casual"
碎,suì,verb、adjective,"to break, to smash; broken"
损害,sǔnhài,verb,"to damage, to harm"
损失,sǔnshī,verb、noun,to lose; loss
缩短,suōduǎn,verb,to shorten
缩小,suōxiǎo,verb,"to shrink, to reduce"
所,suǒ,、noun,"measure word for places; place, office"
锁,suǒ,noun、verb,lock; to lock
他人,tārén,pronoun,"others, other people"
台灯,táidēng,noun,desk lamp
台阶,táijiē,noun,"steps, stairs"
太太,tàitai,noun,"wife (respectful), Mrs."
谈话,tánhuà,verb,"to talk, to have a conversation"
桃,táo,noun,peach
套,tào,noun、verb、,"set, suit; to cover, to encase; measure word for sets"
特产,tèchǎn,noun,"specialty, local product"
特色,tèsè,noun,"characteristic, feature"
特殊,tèshū,adjective,"special, particular"
特有,tèyǒu,adjective,"characteristic, distinctive"
特征,tèzhēng,noun,"feature, characteristic"
疼痛,téngtòng,adjective,painful
提倡,tíchàng,verb,to advocate
提交,tíjiāo,verb,"to submit, to hand in"
题目,tímù,noun,"topic, subject, question"
提起,tíqǐ,verb,"to mention, to bring up"
提升,tíshēng,verb,"to promote, to raise"
提问,tíwèn,verb,to ask a question
体会,tǐhuì,verb、noun,"to understand, to realize; understanding"
体力,tǐlì,noun,physical strength
体现,tǐxiàn,verb,"to embody, to reflect"
体验,tǐyàn,verb,to experience
替,tì,verb、preposition,"to replace, to substitute; on behalf of"
天空,tiānkōng,noun,sky
天上,tiānshàng,noun,"in the sky, heaven"
填,tián,verb,to fill
甜品,tiánpǐn,noun,"dessert, sweet snack"
挑,tiāo,verb,"to choose, to pick"
挑选,tiāoxuǎn,verb,"to select, to choose"
调,tiáo,verb,"to adjust, to tune"
调皮,tiáopí,adjective,"naughty, mischievous"
调整,tiáozhěng,verb,to adjust
挑战,tiǎozhàn,verb、noun,to challenge; challenge
跳高,tiàogāo,verb,high jump
跳远,tiàoyuǎn,verb,long jump
贴,tiē,verb,"to paste, to stick"
铁路,tiělù,noun,railway
停留,tíngliú,verb,"to stay, to remain"
通常,tōngcháng,adjective、adverb,"usual, common; usually"
通行,tōngxíng,verb,to pass through
同,tóng,adjective、verb、 adverb、 preposition、 conjunction,"same, alike; to share, to be the same; together; with; and, as well as"
同情,tóngqíng,verb,"to sympathize, to have compassion"
同一,tóngyī,adjective,"identical, the same"
统计,tǒngjì,verb,"to count, to tally"
统一,tǒngyī,verb、adjective,to unify; unified
痛苦,tòngkǔ,adjective,painful
投,tóu,verb,"to throw, to cast"
投入,tóurù,verb、adjective、 noun,"to invest, to put into; absorbed; investment"
头,tou,suffix,suffix used after nouns
突出,tūchū,verb、adjective,to protrude; outstanding
图画,túhuà,noun,"picture, drawing"
图书,túshū,noun,books
土地,tǔdì,noun,land
土豆,tǔdòu,noun,potato
兔子,tùzi,noun,rabbit
团,tuán,verb、noun、,to unite; group; measure word for round objects
团队,tuánduì,noun,team
推动,tuīdòng,verb,"to promote, to drive forward"
推广,tuīguǎng,verb,"to popularize, to spread"
推荐,tuījiàn,verb,to recommend
推进,tuījìn,verb,"to push forward, to advance"
退,tuì,verb,"to retreat, to withdraw"
退出,tuìchū,verb,"to withdraw, to exit"
退还,tuìhuán,verb,to refund
退休,tuìxiū,verb,to retire
拖鞋,tuōxié,noun,slippers
外部,wàibù,noun,"outside, exterior"
外公,wàigōng,noun,grandfather
外观,wàiguān,noun,"appearance, exterior"
外婆,wàipó,noun,grandmother
外形,wàixíng,noun,"appearance, shape"
弯,wān,adjective、verb、 noun,curved; to bend; curve
玩具,wánjù,noun,toy
完美,wánměi,adjective,perfect
完善,wánshàn,adjective、verb,"perfect, flawless; to improve, to perfect"
完整,wánzhěng,adjective,"complete, intact"
万一,wànyī,noun、 conjunction,just in case; in case
往返,wǎngfǎn,verb,to go back and forth
网络,wǎngluò,noun,network
危害,wēihài,verb,to harm
微笑,wēixiào,verb、noun,to smile; smile
威胁,wēixié,verb,to threaten
围,wéi,verb,"to enclose, to surround"
为,wéi,preposition,"for, for the sake of"
维持,wéichí,verb,"to maintain, to keep"
违法,wéifǎ,verb,to violate the law
违反,wéifǎn,verb,to violate
围巾,wéijīn,noun,scarf
围绕,wéirào,verb,"to surround, to revolve around"
维修,wéixiū,verb,"to maintain, to repair"
唯一,wéiyī,adjective,"only, sole"
尾巴,wěiba,noun,tail
伟大,wěidà,adjective,"great, mighty"
胃,wèi,noun,stomach
喂,wèi,verb,to feed
未来,wèilái,adjective、noun,"coming, future; future"
位于,wèiyú,verb,to be located at
位置,wèizhì,noun,"location, position"
温暖,wēnnuǎn,adjective、verb,warm; to warm
文学,wénxué,noun,literature
稳定,wěndìng,adjective、verb,stable; to stabilize
问卷,wènjuàn,noun,questionnaire
握,wò,verb,"to hold, to grasp"
卧室,wòshì,noun,bedroom
握手,wòshǒu,verb,to shake hands
无关,wúguān,verb,"to have nothing to do with, to be unrelated"
无奈,wúnài,verb、conjunction,"helpless; but, however"
无数,wúshù,adjective,countless
无限,wúxiàn,adjective,"unlimited, infinite"
无效,wúxiào,verb,"invalid, ineffective"
舞蹈,wǔdǎo,noun,dance
武术,wǔshù,noun,martial arts
舞台,wǔtái,noun,stage
五颜六色,wǔyán-liùsè,,colorful
雾,wù,noun,fog
物价,wùjià,noun,price
物理,wùlǐ,noun,physics
物品,wùpǐn,noun,"article, object"
物业,wùyè,noun,property management
物质,wùzhì,noun,"matter, substance"
西餐,xīcān,noun,Western food
吸管,xīguǎn,noun,straw
吸收,xīshōu,verb,to absorb
西装,xīzhuāng,noun,suit
戏,xì,noun,"play, drama, show"
系,xì,noun,"department, system"
细节,xìjié,noun,detail
戏剧,xìjù,noun,drama
系统,xìtǒng,noun、adjective,system; systematic
下载,xiàzài,verb,to download
先后,xiānhòu,noun、adverb,succession; one after another
先进,xiānjìn,adjective、noun,advanced; pioneer
闲,xián,adjective,"idle, free"
显得,xiǎnde,verb,"to appear, to seem"
显然,xiǎnrán,adjective,"obvious, evident"
显示,xiǎnshì,verb,"to show, to display"
县,xiàn,noun,county
现场,xiànchǎng,noun,"scene, site, spot"
现代,xiàndài,noun、adjective,modern times; modern
现代化,xiàndàihuà,verb,to modernize
线路,xiànlù,noun,"line, route"
现实,xiànshí,noun、adjective,reality; real
现象,xiànxiàng,noun,phenomenon
限制,xiànzhì,verb、noun,"to limit, to restrict; limit"
现状,xiànzhuàng,noun,current situation
乡,xiāng,noun,"countryside, village"
相处,xiāngchǔ,verb,to get along
乡村,xiāngcūn,noun,countryside
相当,xiāngdāng,verb、adverb,"to match, to be equal to; quite"
相对,xiāngduì,verb、adjective,"to compare, to face each other; opposite, relative"
相关,xiāngguān,verb,"to be related, to be correlated"
相似,xiāngsì,adjective,similar
想念,xiǎngniàn,verb,to miss
响声,xiǎngshēng,noun,sound
享受,xiǎngshòu,verb,to enjoy
想象,xiǎngxiàng,verb,"to imagine, to picture"
相册,xiàngcè,noun,photo album
项目,xiàngmù,noun,"project, item"
橡皮,xiàngpí,noun,eraser
向上,xiàngshàng,verb,upward; to go up
象征,xiàngzhēng,verb、noun,"to symbolize; symbol, emblem"
消费,xiāofèi,verb,to consume
消费者,xiāofèizhě,noun,consumer
消化,xiāohuà,verb,to digest
消极,xiāojí,adjective,negative
销量,xiāoliàng,noun,sales volume
消失,xiāoshī,verb,to disappear
销售,xiāoshòu,verb,to sell
小姐,xiǎojiě,noun,"Miss, young lady"
小型,xiǎoxíng,adjective,"small-scale, compact"
小于,xiǎoyú,verb,to be less than
效率,xiàolǜ,noun,efficiency
斜,xié,adjective、verb,slanted; to tilt
协议,xiéyì,verb、noun,to agree; agreement
写作,xiězuò,verb,to write
新郎,xīnláng,noun,bridegroom
心理,xīnlǐ,noun,"psychology, mentality"
新娘,xīnniáng,noun,bride
新人,xīnrén,noun,"newcomer, new person"
欣赏,xīnshǎng,verb,"to appreciate, to enjoy"
心态,xīntài,noun,"attitude, mindset"
新型,xīnxíng,adjective,new type
信封,xìnfēng,noun,envelope
信任,xìnrèn,verb,to trust
信用,xìnyòng,noun,"trustworthiness, credit"
行程,xíngchéng,noun,itinerary
形成,xíngchéng,verb,to form
行动,xíngdòng,verb、noun,"to take action; action, movement"
行人,xíngrén,noun,pedestrian
形容,xíngróng,verb,to describe
形式,xíngshì,noun,"form, shape"
形势,xíngshì,noun,"situation, circumstances"
行驶,xíngshǐ,verb,"to travel, to drive"
行为,xíngwéi,noun,behavior
形象,xíngxiàng,noun、adjective,"image, figure; image"
形状,xíngzhuàng,noun,"shape, form"
行走,xíngzǒu,verb,to walk
幸运,xìngyùn,noun、adjective,"luck; lucky, fortunate"
性质,xìngzhì,noun,"nature, characteristic"
修改,xiūgǎi,verb,"to modify, to correct"
修建,xiūjiàn,verb,"to build, to construct"
休闲,xiūxián,verb,"leisure, to relax"
需,xū,verb,to need
需求,xūqiú,noun,"demand, need"
虚心,xūxīn,adjective,"modest, open-minded"
宣布,xuānbù,verb,"to announce, to declare"
宣传,xuānchuán,verb,"to promote, to publicize"
选手,xuǎnshǒu,noun,"contestant, player"
学分,xuéfēn,noun,"credit, academic credit"
学科,xuékē,noun,"discipline, subject"
学历,xuélì,noun,educational background
学年,xuénián,noun,academic year
学术,xuéshù,noun,"academics, scholarship"
学者,xuézhě,noun,scholar
雪糕,xuěgāo,noun,ice cream
询问,xúnwèn,verb,"to inquire, to ask"
寻找,xúnzhǎo,verb,"to look for, to seek"
训练,xùnliàn,verb,to train
迅速,xùnsù,adjective,"rapid, quick"
呀,yā,interjection,"ah, oh"
押金,yājīn,noun,deposit
压岁钱,yāsuìqián,noun,lucky money
鸭子,yāzi,noun,duck
牙齿,yáchǐ,noun,tooth
沿,yán,preposition、 verb、noun,along; to follow; edge
延长,yáncháng,verb,"to extend, to prolong"
研发,yánfā,verb,to research and develop
严肃,yánsù,adjective、verb,"serious, stern; to be serious"
研制,yánzhì,verb,to research and develop
眼,yǎn,noun、,"eye; measure word for wells, eyes"
演讲,yǎnjiǎng,verb,to give a speech
眼泪,yǎnlèi,noun,tears
阳台,yángtái,noun,balcony
样式,yàngshì,noun,"style, pattern"
腰,yāo,noun,waist
摇,yáo,verb,to shake
咬,yǎo,verb,to bite
要不,yàobù,conjunction,"otherwise, or else"
要不是,yàobúshì,conjunction,if it were not for
药品,yàopǐn,noun,"medicine, pharmaceutical"
药物,yàowù,noun,medication
夜间,yèjiān,noun,"night, nighttime"
夜市,yèshì,noun,night market
业务,yèwù,noun,"business, professional work"
业余,yèyú,adjective,"amateur, spare time"
