Word,Pinyin,POS,Translation
取消,qǔxiāo,verb,"to cancel, to call off"
全,quán,adjective、adverb,"whole, entire; completely, entirely"
全部,quánbù,noun,"all, the whole thing"
全都,quándōu,adverb,"all, entirely"
全球,quánqiú,noun,"the whole world, global"
全身,quánshēn,noun,whole body
缺,quē,verb,"to lack, to be short of"
缺点,quēdiǎn,noun,"shortcoming, defect"
缺少,quēshǎo,verb,"to lack, to be short of"
却,què,adverb,"but, yet, however"
确实,quèshí,adverb,"indeed, really"
然而,rán’ér,conjunction,"however, but"
热闹,rènao,adjective、verb、 noun,"lively, bustling; to liven up; lively atmosphere"
人生,rénshēng,noun,life
人数,rénshù,noun,number of people
人员,rényuán,noun,"personnel, staff"
任何,rènhé,pronoun,"any, whatever"
任务,rènwu,noun,"task, assignment, mission"
扔,rēng,verb,"to throw, to toss"
仍,réng,adverb,"still, yet"
仍然,réngrán,adverb,"still, yet"
日常,rìcháng,adjective,"daily, everyday"
日记,rìjì,noun,diary
日期,rìqī,noun,date
日子,rìzi,noun,"day, life, time"
入,rù,verb,"to enter, to go in"
入又,rùkǒu,noun,entrance
入学,rùxué,verb,"to enter school, to enroll"
入住,rùzhù,verb,"to check in, to move in"
散步,sànbù,verb,"to take a walk, to stroll"
扫码,sǎomǎ,verb,to scan a code
森林,sēnlín,noun,forest
商量,shāngliang,verb,"to discuss, to consult"
商品,shāngpǐn,noun,"product, commodity"
伤心,shāngxīn,adjective,"sad, heartbroken"
上门,shàngmén,verb,"to visit, to go to someone's house"
稍,shāo,adverb,"a little, slightly"
稍微,shāowēi,adverb,"a little, slightly"
少见,shǎojiàn,adjective,"rare, seldom seen"
少量,shǎoliàng,adjective,"small amount, a little"
少数,shǎoshù,noun,"minority, small number"
少年,shàonián,noun,"juvenile, teenager, youth"
社会,shèhuì,noun,"society, community"
摄氏度,shèshìdù,classifier,degrees Celsius
身,shēn,noun、classifier,"body, oneself; measure word for clothes"
深,shēn,adjective、 (adverb),"deep, profound; (deeply, late)"
身份证,shēnfènzhèng,noun,"ID card, identification card"
申请,shēnqǐng,verb,"to apply, to file an application"
甚至,shènzhì,conjunction,"even, so much as that"
生,shēng,verb,"to give birth, to produce, to grow"
生,shēng,adjective、 (adverb),"raw, uncooked, unripe; (very, extremely, terribly)"
生命,shēngmìng,noun,life
生意,shēngyi,noun,"business, trade"
省,shěng,noun,province
剩,shèng,verb,"to be left over, to remain"
失败,shībài,verb、adjective,"to fail; failed, unsuccessful"
师傅,shīfu,noun,"master, skilled worker, respectful address for a tradesperson"
失去,shīqù,verb,"to lose, to be lost"
师生,shīshēng,noun,"teacher and student, teachers and students"
失望,shīwàng,verb、adjective,"to be disappointed, to lose hope; disappointed"
十分,shífēn,adverb,"very, extremely, fully"
实际,shíjì,noun、adjective,"reality, actuality; actual, practical"
时间表,shíjiānbiǎo,noun,"schedule, timetable"
实际上,shíjìshàng,adverb,"actually, in fact"
食品,shípǐn,noun,"food, provisions"
食堂,shítáng,noun,"cafeteria, dining hall"
食物,shíwù,noun,food
实在,shízài,adjective、adverb,"honest, reliable; really, indeed"
十字路又,shízì lùkǒu,,"intersection, crossroads"
使,shǐ,verb,"to make, to cause, to use"
使馆,shǐguǎn,noun,embassy
使用,shǐyòng,verb,"to use, to employ"
市场,shìchǎng,noun,"market, marketplace"
是否,shìfǒu,adverb,"whether or not, if"
适合,shìhé,verb,"to suit, to fit, to be suitable"
世纪,shìjì,noun,century
视频,shìpín,noun,"video, video clip"
市区,shìqū,noun,"urban area, city center"
试题,shìtí,noun,"test questions, exam paper"
适应,shìyìng,verb,"to adapt, to fit, to suit"
收费,shōufèi,verb,"to charge a fee, to collect payment"
收入,shōurù,verb、noun,"to receive, to take in; income, revenue"
收拾,shōushi,verb,"to put in order, to tidy up, to pack"
收听,shōutīng,verb,"to listen in, to tune in"
首,shǒu,classifier,"measure word for songs, poems, etc."
首都,shǒudū,noun,capital
首先,shǒuxiān,adverb、pronoun,"first, firstly; first of all"
受不了,shòubuliǎo,verb,"to be unable to bear, to be unable to stand"
售票员,shòupiàoyuán,noun,"ticket seller, conductor"
受伤,shòushāng,verb,"to be injured, to get hurt"
输,shū,verb,"to lose, to be defeated; to transport"
熟,shú/shóu,adjective,"ripe, cooked, mature"
熟悉,shúxi,verb,"to be familiar with, to know well"
暑假,shǔjià,noun,summer vacation
数,shù,noun、number,"number, figure; several, a few"
数量,shùliàng,noun,"quantity, amount"
树林,shùlín,noun,"woods, forest"
数字,shùzì,noun,"digit, figure, number"
帅,shuài,adjective,"handsome, good-looking"
顺便,shùnbiàn,adverb,"conveniently, in passing"
顺利,shùnlì,adjective,"smooth, successful, going well"
顺序,shùnxù,noun,"order, sequence"
说法,shuōfǎ,noun,"way of saying something, version, statement"
说明,shuōmíng,verb、noun,"to explain, to clarify; explanation, instructions"
说明书,shuōmíngshū,noun,"instruction manual, user guide, explanatory booklet"
硕士,shuòshì,noun,master
死,sǐ,verb、adjective、 (adverb),"to die, to be dead; dead, extreme; extremely, to death"
速度,sùdù,noun,speed
塑料,sùliào,noun,plastic
酸,suān,adjective,"sour, tart"
酸奶,suānnǎi,noun,yogurt
算,suàn,verb、adverb,"to calculate, to count; considered, at last"
随便,suíbiàn,verb、adjective、 conjunction,"to do as one pleases, casual; casual, informal; anyway, whatever"
随着,suízhe,preposition,"along with, following"
孙女,sūnnǚ,noun,granddaughter
孙子,sūnzi,noun,grandson
所有,suǒyǒu,adjective、 (verb、noun),"all, every; (to possess, to own; possessions, belongings)"
台,tái,classifier、 (noun),"measure word for machines, vehicles, etc.; (platform, stage)"
抬,tái,verb,"to lift, to raise"
抬头,táitóu,verb,"to raise one's head, to look up"
态度,tàidù,noun,"attitude, manner"
弹,tán,verb,"to play , to spring"
谈,tán,verb,"to talk, to discuss"
汤,tāng,noun,soup
躺,tǎng,verb,to lie down
趟,tàng,classifier,"measure word for trips, journeys"
讨论,tǎolùn,verb,"to discuss, to talk over"
讨厌,tǎoyàn,adjective、verb,"disgusting, annoying; to dislike, to loathe"
特点,tèdiǎn,noun,"characteristic, feature"
提,tí,verb,"to carry, to lift, to mention, to bring up"
提出,tíchū,verb,"to put forward, to propose, to raise"
提到,tídào,verb,"to mention, to refer to"
提供,tígōng,verb,"to provide, to supply, to offer"
提前,tíqián,verb,"to advance, to move up, to do something ahead of time"
提醒,tíxǐng,verb,"to remind, to alert"
体检,tǐjiǎn,verb,"to undergo a physical examination, to have a medical checkup"
体温,tǐwēn,noun,body temperature
体重,tǐzhòng,noun,body weight
填写,tiánxiě,verb,"to fill in, to complete (a form)"
条件,tiáojiàn,noun,"condition, requirement, terms"
听力,tīnglì,noun,"listening ability, hearing"
听众,tīngzhòng,noun,"audience, listeners"
停,tíng,verb,"to stop, to halt"
停车,tíngchē,verb,"to park, to stop a vehicle"
停车场,tíngchēchǎng,noun,parking lot
停止,tíngzhǐ,verb,"to stop, to cease"
通,tōng,verb、adjective、 (classifier),"to go through, to be open; to lead to, to connect; (measure word for whole sets)"
通过,tōngguò,verb、preposition,"to pass through, to go through; by means of"
通知,tōngzhī,verb、noun,"to notify, to inform; notice, notification"
童年,tóngnián,noun,childhood
同时,tóngshí,noun、 conjunction,"at the same time; meanwhile, moreover"
同样,tóngyàng,adjective,"same, similar"
桶,tǒng,noun,"bucket, barrel"
痛,tòng,adjective、 (adverb),"painful, sore; (extremely, bitterly)"
头痛,tóutòng,adjective,headache
图,tú,noun、(verb),"picture, drawing, diagram; (to plan, to scheme)"
图片,túpiàn,noun,"picture, image, photograph"
土,tǔ,noun、 (adjective),"earth, soil, land; (rustic, unrefined)"
推,tuī,verb,"to push, to shove"
推迟,tuīchí,verb,"to postpone, to delay"
推出,tuīchū,verb,"to launch, to push out, to introduce"
脱,tuō,verb,"to take off, to shed"
袜子,wàzi,noun,socks
外出,wàichū,verb,"to go out, to leave home"
外套,wàitào,noun,"coat, jacket"
完全,wánquán,adjective、adverb,"complete, total; completely, absolutely"
晚安,wǎn’ān,verb,good night
晚餐,wǎncān,noun,"dinner, supper"
网购,wǎnggòu,verb,to shop online
往往,wǎngwǎng,adverb,"often, frequently"
网页,wǎngyè,noun,webpage
网友,wǎngyǒu,noun,"netizen, internet user"
网址,wǎngzhǐ,noun,"website URL, web address"
危险,wēixiǎn,adjective、noun,dangerous; danger
为,wéi,verb,"to do, to act, to serve as"
味,wèi,noun,"taste, flavor"
味道,wèidào,noun,"taste, flavor"
卫生,wèishēng,adjective、noun,"hygiene, sanitation; clean, hygienic"
温度,wēndù,noun,temperature
闻,wén,verb,"to smell, to sniff"
文件,wénjiàn,noun,"document, file"
文章,wénzhāng,noun,"essay, article"
文字,wénzì,noun,"writing, character"
污染,wūrǎn,verb,contaminated
无,wú,verb,"to lack, to not have"
无法,wúfǎ,verb,"unable, incapable"
无聊,wúliáo,adjective,"boring, dull"
无论,wúlùn,conjunction,"no matter what, regardless"
午餐,wǔcān,noun,lunch
误会,wùhuì,verb、noun,to misunderstand; misunderstanding
吸,xī,verb,"to suck, to inhale, to absorb"
西部,xībù,noun,"western region, west part"
西红柿,xīhóngshì,noun,tomato
吸引,xīyǐn,verb,to attract
细,xì,adjective,"thin, fine, detailed"
细心,xìxīn,adjective,"careful, attentive"
下降,xiàjiàng,verb,"to decline, to drop, to go down"
鲜,xiān,adjective,fresh
鲜花,xiānhuā,noun,fresh flower
咸,xián,adjective,salty
现金,xiànjīn,noun,cash
羡慕,xiànmù,verb,"to envy, to admire"
线上,xiànshàng,noun,"online, on the internet"
线下,xiànxià,noun,offline
现有,xiànyǒu,verb、adjective,"existing, currently available; to have currently"
香,xiāng,adjective,fragrant
相比,xiāngbǐ,verb,"to compare with, to contrast"
相反,xiāngfǎn,adjective、 conjunction,"opposite, contrary; on the contrary"
相互,xiānghù,adverb,"mutual, each other"
相同,xiāngtóng,adjective,"same, identical"
详细,xiángxì,adjective,"detailed, thorough"
响,xiǎng,verb、adjective,"to make a sound, to ring; loud"
想法,xiǎngfǎ,noun,"thought, idea, opinion"
项,xiàng,classifier,"measure word for projects, items"
消息,xiāoxi,noun,"news, message, information"
小吃,xiǎochī,noun,"snack, light meal"
小伙子,xiǎohuǒzi,noun,"young man, lad"
小说,xiǎoshuō,noun,"novel, fiction"
小组,xiǎozǔ,noun,"small group, team"
效果,xiàoguǒ,noun,"effect, result"
笑话,xiàohua,noun、verb,"joke, laughter; to joke, to laugh at"
血,xiě,noun,blood
心,xīn,noun,heart
辛苦,xīnkǔ,adjective、verb,"hard, laborious; to work hard, to toil"
心情,xīnqíng,noun,"mood, feeling"
信号,xìnhào,noun,signal
信息,xìnxī,noun,"information, message"
信心,xìnxīn,noun,"confidence, faith"
兴奋,xīngfèn,adjective、verb,"excited, thrilled; to excite, to get excited"
星星,xīngxing,noun,star
醒,xǐng,verb,"to wake up, to sober up"
性,xìng,suffix,"suffix meaning nature, character, quality"
性别,xìngbié,noun,"gender, sex"
幸福,xìngfú,noun、adjective,"happiness; happy, blissful"
性格,xìnggé,noun,character
兄弟,xiōngdì,noun,brothers
熊,xióng,noun,bear
修,xiū,verb,"to repair, to fix"
修理,xiūlǐ,verb,"to repair, to fix"
许多,xǔduō,number,"many, numerous"
学费,xuéfèi,noun,tuition fee
学院,xuéyuàn,noun,"college, academy, institute"
压,yā,verb,"to press, to push down, to weigh down"
压力,yālì,noun,"pressure, stress"
牙膏,yágāo,noun,toothpaste
亚洲,Yàzhōu,noun,Asia
烟,yān,noun,"cigarette, smoke, mist"
盐,yán,noun,salt
严格,yángé,adjective、verb,"strict, stringent; to restrict strictly"
研究,yánjiū,verb,"to research, to study"
研究生,yánjiūshēng,noun,"graduate student, postgraduate"
严重,yánzhòng,adjective,"serious, severe, grave"
演,yǎn,verb,"to act, to perform, to play"
演唱,yǎnchàng,verb,"to sing, to perform vocally"
演出,yǎnchū,verb,"to perform, to put on a show"
眼镜,yǎnjìng,noun,"eyeglasses, glasses"
眼前,yǎnqián,noun,"before one's eyes, at the moment"
演员,yǎnyuán,noun,"actor, performer"
阳光,yángguāng,noun,"sunlight, sunshine"
养成,yǎngchéng,verb,"to develop, to cultivate, to form"
样子,yàngzi,noun,"appearance, look, manner"
邀请,yāoqǐng,verb,to invite
要是,yàoshi,conjunction,"if, suppose"
钥匙,yàoshi,noun,key
也许,yěxǔ,adverb,"maybe, perhaps"
夜,yè,noun、classifier,night; measure word for segments of the night
夜晚,yèwǎn,noun,"night, evening"
叶子,yèzi,noun,Leaf
一切,yíqiè,pronoun,everything
已,yǐ,adverb,already
以内,yǐnèi,noun,within
意见,yìjiàn,noun,opinion
一生,yìshēng,noun,"lifetime, all one's life"
艺术,yìshù,noun,art
因此,yīncǐ,conjunction,therefore
引起,yǐnqǐ,verb,cause
印象,yìnxiàng,noun,impression
赢,yíng,verb,win
赢得,yíngdé,verb,"gain, win"
应聘,yìngpìn,verb,"to apply for a job, to respond to a job advertisement"
勇敢,yǒnggǎn,adjective,"brave, courageous"
永远,yǒngyuǎn,adverb、noun,"forever, always; eternity, forever"
用来,yònglái,verb,"to be used for, to serve as"
用于,yòngyú,verb,"to be used for, to be applied to"
优点,yōudiǎn,noun,"advantage, merit, strong point"
幽默,yōumò,adjective,humorous
优秀,yōuxiù,adjective,"excellent, outstanding"
由,yóu,preposition,"by, through, from, because of"
油,yóu,noun,"oil, fat, grease"
尤其,yóuqí,adverb,"especially, particularly"
游玩,yóuwán,verb,"to play, to have fun, to go sightseeing"
由于,yóuyú,preposition、 conjunction,"because of, due to; owing to"
友好,yǒuhǎo,adjective,friendly
友情,yǒuqíng,noun,friendship
有趣,yǒuqù,adjective,"interesting, enjoyable, fun"
有效,yǒuxiào,verb,"effective, to be effective"
友谊,yǒuyì,noun,friendship
有着,yǒuzhe,verb,"to have, to possess"
愉快,yúkuài,adjective,"pleasant, cheerful"
于是,yúshì,conjunction,"therefore, hence, so"
与,yǔ,preposition、 conjunction,"with, and"
语法,yǔfǎ,noun,grammar
预习,yùxí,verb,"to preview, to prepare"
原来,yuánlái,noun、adjective、 adverb,"original, former; originally, actually"
原谅,yuánliàng,verb,"to forgive, to excuse, to pardon"
原因,yuányīn,noun,"cause, reason"
远离,yuǎnlí,verb,"to stay away from, to keep away from"
院长,yuànzhǎng,noun,"dean, head of a college or institute"
院子,yuànzi,noun,"courtyard, yard"
约,yuē,verb、adverb,"to make an appointment, to arrange; about, approximately"
约会,yuēhuì,verb、noun,"to date, to meet up; date, appointment"
月饼,yuèbing,noun,mooncake
阅读,yuèdú,verb,"to read, to read aloud"
月份,yuèfèn,noun,month
云,yún,noun,cloud
允许,yǔnxǔ,verb,"to permit, to allow, to give permission"
杂志,zázhì,noun,magazine
再次,zàicì,adverb,"once again, once more"
再说,zàishuō,verb、conjunction,"to put off, to postpone; besides, moreover"
暂时,zànshí,adjective,"temporary, for the time being"
暂停,zàntíng,verb,"to suspend, to pause"
早餐,zǎocān,noun,breakfast
早晨,zǎochen,noun,morning
责任,zérèn,noun,"responsibility, duty"
增加,zēngjiā,verb,"to increase, to add, to raise"
增长,zēngzhǎng,verb,"to increase, to grow, to rise"
招聘,zhāopìn,verb,"to recruit, to hire"
着,zháo,verb,"to touch, to get to, to catch (fire)"
着火,zháohuǒ,verb,"to catch fire, to ignite"
者,zhě,auxiliary,"suffix meaning person, one who"
真正,zhēnzhèng,adjective、adverb,"true, genuine; truly, indeed"
整,zhěng,adjective,"whole, complete, entire"
整个,zhěnggè,adjective,"whole, entire, all"
整理,zhěnglǐ,verb,"to arrange, to put in order, to tidy up"
证,zhèng,noun,"certificate, proof, evidence"
正常,zhèngcháng,adjective,"normal, regular, proper"
正好,zhènghǎo,adjective、adverb,"exactly right, just in time; coincidentally"
证件,zhèngjiàn,noun,"ID card, credentials, identification papers"
证明,zhèngmíng,verb、noun,"to prove, to demonstrate; proof, certificate"
正确,zhèngquè,adjective,"correct, right, accurate"
正式,zhèngshì,adjective,"formal, official"
之,zhī,auxiliary,auxiliary word (classical)
支持,zhīchí,verb,"to support, to back"
支付,zhīfù,verb,to pay (money)
之后,zhīhòu,noun,"after, later, behind"
之间,zhījiān,noun,"between, among"
之前,zhīqián,noun,"before, prior to"
知识,zhīshi,noun,knowledge
之中,zhīzhōng,noun,"among, inside"
值,zhí,verb、adjective,"to be worth, to be equal in value; valuable, worthwhile"
值得,zhídé,verb,"to be worth, to deserve"
直接,zhíjiē,adjective,"direct, straightforward"
植物,zhíwù,noun,"plant, vegetation"
职业,zhíyè,noun,"occupation, profession"
指,zhǐ,verb,"to point to, to indicate"
指出,zhǐchū,verb,"to point out, to indicate"
只好,zhǐhǎo,adverb,"have to, be forced to"
纸巾,zhǐjīn,noun,"tissue paper, napkin"
质量,zhìliàng,noun,quality
至少,zhìshǎo,adverb,at least
中餐,zhōngcān,noun,"Chinese food, Chinese meal"
中年,zhōngnián,noun,middle age
种,zhòng,verb,"to plant, to grow"
重,zhòng,noun、adjective,"weight, importance; heavy, important"
重点,zhòngdiǎn,noun、adverb,"key point, emphasis; mainly, emphatically"
重视,zhòngshì,verb,"to pay attention to, to value"
周围,zhōuwéi,noun,"around, surrounding"
主意,zhǔyi,noun,"idea, thought, plan"
祝,zhù,verb,"to wish, to express good wishes"
祝贺,zhùhè,verb,"to congratulate, to offer congratulations"
著名,zhùmíng,adjective,"famous, well-known"
专门,zhuānmén,adverb、adjective,"specially, specifically; special"
专业,zhuānyè,noun、adjective,"specialty, major; professional, specialized"
转,zhuǎn,verb,"to turn, to shift, to transfer"
转发,zhuǎnfā,verb,"to forward (a message), to retweet"
转机,zhuǎnjī,verb,"to transfer (flight), to change planes"
赚,zhuàn,verb,"to earn, to make a profit"
装,zhuāng,verb,"to load, to pack, to pretend, to install"
准,zhǔn,adjective、 (adverb),"accurate, exact, standard; (definitely, certainly)"
准确,zhǔnquè,adjective,"accurate, precise"
准时,zhǔnshí,adjective,"on time, punctual"
资料,zīliào,noun,"materials, data, information"
仔细,zǐxì,adjective,"careful, attentive, meticulous"
自,zì,preposition,"from, since, oneself"
自然,zìrán,noun、adjective、 adverb,"nature; natural; naturally, of course"
自习,zìxí,verb,to study on one's own
自信,zìxìn,verb、noun、 adjective,"to believe in oneself; self- confidence, confidence; confident"
自学,zìxué,verb,"to teach oneself, to self-study"
总结,zǒngjié,verb、noun,"to summarize, to sum up; summary"
租,zū,verb,"to rent, to hire"
组,zǔ,noun、(verb、 classifier),"group, team; (to organize; measure word for groups)"
最终,zuìzhōng,noun,"final, ultimate"
尊重,zūnzhòng,verb、adjective,"to respect, to value; respected"
左右,zuǒyòu,noun、(verb),"about, around, left and right; (to control)"
座,zuò,noun、classifier,"seat, place; measure word for seats"
做法,zuòfǎ,noun,"way of doing things, practice"
作家,zuòjiā,noun,"writer, author"
做梦,zuòmèng,verb,"to dream, to have a dream"
作品,zuòpǐn,noun,"work, composition, creation"
作为,zuòwéi,verb、preposition,"to act as, to serve as; as, being"
座位,zuòwèi,noun,seat
作文,zuòwén,verb、noun,composition; to write a composition
作用,zuòyòng,noun、(verb),"function, role; (to serve as, to play a role)"
作者,zuòzhě,noun,"author, writer"
